ResponseId,Country,ConvertedCompYearly,LanguageHaveWorkedWith,YearsCodePro,DevType,EdLevel,RemoteWork,OrgSize,Employment,lang_Python,lang_R,lang_Julia,lang_Java,lang_Kotlin,lang_Scala,lang_JavaScript,lang_TypeScript,lang_PHP,lang_C,lang_C++,lang_Rust,lang_C#,lang_Go,lang_Swift,HighSalary,SurveyYear
11069,India,3487.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),2.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2025
11070,Spain,63808.0,Groovy;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,33.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2025
11071,Lithuania,69609.0,Python;Scala,25.0,Data scientist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"10,000 or more employees",Employed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025
11072,Ecuador,60000.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),40.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"Just me - I am a freelancer, sole proprietor, etc.","Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2025
11074,United Kingdom of Great Britain and Northern Ireland,129334.0,Bash/Shell (all shells);HTML/CSS;JavaScript,18.0,"Developer, full-stack",Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
11078,United States of America,62400.0,HTML/CSS;Java;JavaScript;Python;Rust;SQL,4.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2025
11080,Sweden,78616.0,C#;HTML/CSS;Java;PHP;SQL;TypeScript,5.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2025
11084,United States of America,159000.0,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,32.0,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",In-person,"5,000 to 9,999 employees",Employed,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2025
11086,United Kingdom of Great Britain and Northern Ireland,170177.0,Java;TypeScript,8.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,"10,000 or more employees",Employed,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2025
11087,United States of America,10000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust,18.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"Just me - I am a freelancer, sole proprietor, etc.","Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2025
11089,Lebanon,6700.0,Bash/Shell (all shells);C;C++;Python,,Academic researcher,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Student,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2025
11090,India,5231.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,3.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2025
11091,United States of America,160272.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,14.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
11092,Ukraine,11504.0,C#;HTML/CSS;JavaScript;SQL,2.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2025
11093,United Kingdom of Great Britain and Northern Ireland,129334.0,Groovy;HTML/CSS;Java;JavaScript;SQL,11.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2025
11094,United Kingdom of Great Britain and Northern Ireland,17971.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,17.0,"Developer, full-stack",Some college/university study without earning a degree,,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
11095,Portugal,116015.0,Bash/Shell (all shells);Go;Java;JavaScript;SQL;TypeScript,10.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2025
11097,United States of America,138000.0,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,7.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",I don’t know,Employed,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2025
11099,United Kingdom of Great Britain and Northern Ireland,108913.0,HTML/CSS;JavaScript;PHP;SQL,32.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
11101,United Kingdom of Great Britain and Northern Ireland,70794.0,Bash/Shell (all shells);C;Go;JavaScript;PowerShell;Python;Rust;SQL,25.0,"Architect, software or solutions",Some college/university study without earning a degree,Remote,"10,000 or more employees",Employed,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2025
11102,Hungary,52050.0,Bash/Shell (all shells);C;C++;Lua;MicroPython;SQL,32.0,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2025
11103,Brazil,36000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,8.0,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2025
11105,United States of America,115000.0,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,21.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
11106,United Kingdom of Great Britain and Northern Ireland,102106.0,HTML/CSS;JavaScript;Python;SQL,10.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
11107,United Kingdom of Great Britain and Northern Ireland,28590.0,Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;TypeScript,1.0,"Developer, back-end",Some college/university study without earning a degree,In-person,Less than 20 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2025
11108,United Kingdom of Great Britain and Northern Ireland,183791.0,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;JavaScript;Python;SQL,12.0,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"10,000 or more employees",Employed,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2025
11110,United States of America,300000.0,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,29.0,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,2025
11112,Brazil,96000.0,HTML/CSS;JavaScript;TypeScript,10.0,"Developer, front-end",Other (please specify):,,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
11113,Germany,82602.0,Bash/Shell (all shells);Fortran;Lua;Python,11.0,Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",Employed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025
11116,United States of America,185000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,28.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2025
11118,Canada,218875.0,Bash/Shell (all shells);HTML/CSS;Python;Scala;TypeScript,20.0,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2025
11119,United Kingdom of Great Britain and Northern Ireland,119124.0,HTML/CSS;JavaScript;TypeScript,30.0,"Developer, front-end",Some college/university study without earning a degree,Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
11120,Switzerland,185989.0,Bash/Shell (all shells);HTML/CSS;Java;Kotlin;SQL;TypeScript;VBA,10.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",Employed,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2025
11121,Ukraine,11400.0,HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,4.0,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
11124,United States of America,60000.0,HTML/CSS;JavaScript;PHP;Python;R;SQL;VBA,9.0,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,Employed,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
11125,United States of America,75000.0,Assembly;C;C#;C++;Go;MicroPython;Python;Rust;SQL;Visual Basic (.Net),27.0,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,100 to 499 employees,Employed,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2025
11127,"Iran, Islamic Republic of...",12344.0,Dart;Go;HTML/CSS;JavaScript;TypeScript,7.0,"Developer, front-end",Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2025
11128,Sweden,51572.0,C#;Lua,5.0,"Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025
11129,Germany,83531.0,HTML/CSS;JavaScript;Lisp;Python;SQL,8.0,Data or business analyst,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
11130,United States of America,120000.0,C#;HTML/CSS;JavaScript;PHP,9.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2025
11131,Japan,35926.0,HTML/CSS;PHP;Python;SQL;TypeScript,8.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Less than 20 employees,Employed,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2025
11135,United States of America,180000.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,11.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2025
11136,Chile,26508.0,Bash/Shell (all shells);C#;C++;GDScript;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL;TypeScript,10.0,"Architect, software or solutions",Some college/university study without earning a degree,Remote,100 to 499 employees,Employed,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,2025
11137,France,46406.0,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;PHP;Python;Rust,3.0,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,Employed,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,2025
11138,Brazil,15619.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,3.0,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2025
11139,Brazil,69174.0,Dart;Go;Swift,15.0,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,500 to 999 employees,Employed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2025
11141,Denmark,38880.0,HTML/CSS;JavaScript;PHP;Ruby,19.0,"Founder, technology or otherwise",Primary/elementary school,,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
11143,Germany,53367.0,Dart;HTML/CSS;JavaScript;SQL;TypeScript,6.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
11144,Netherlands,75410.0,Bash/Shell (all shells);JavaScript;Python;TypeScript,6.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Less than 20 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
11145,Hungary,34700.0,C#;HTML/CSS;Java;JavaScript,20.0,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,Employed,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2025
11147,United Kingdom of Great Britain and Northern Ireland,106463.0,C#;JavaScript;PowerShell;SQL;TypeScript,9.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
11148,United Kingdom of Great Britain and Northern Ireland,149756.0,Bash/Shell (all shells);C;C#;Groovy;HTML/CSS;JavaScript;Perl;Python;Ruby,35.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2025
11149,United Kingdom of Great Britain and Northern Ireland,129334.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA,25.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,"10,000 or more employees",Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
11150,United Kingdom of Great Britain and Northern Ireland,21783.0,Bash/Shell (all shells);GDScript;HTML/CSS;Python;R,,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,,Student,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
11151,United States of America,128920.0,Bash/Shell (all shells);C#;C++;PowerShell;Python,20.0,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2025
11152,Germany,85851.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,15.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
11154,Italy,78890.0,Delphi;HTML/CSS;JavaScript;PowerShell;Python;SQL,43.0,"Architect, software or solutions","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
11155,Uganda,4171.0,C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,2025
11157,United States of America,160000.0,HTML/CSS;Java;JavaScript;SQL;TypeScript,11.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2025
11158,United States of America,100000.0,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PHP;SQL,15.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,Employed,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
11159,Poland,19103.0,Bash/Shell (all shells);C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Prolog;Python;R;Rust;SQL,1.0,Academic researcher,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,100 to 499 employees,Employed,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,2025
11160,United Kingdom of Great Britain and Northern Ireland,98022.0,C#;JavaScript;Lua;PowerShell;SQL;TypeScript,15.0,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
11162,United States of America,171000.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),21.0,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
11164,United States of America,100000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,45.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
11165,United States of America,100000.0,C#;C++,30.0,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)","Just me - I am a freelancer, sole proprietor, etc.",Employed,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2025
11167,Brazil,32767.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,5.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"10,000 or more employees",Employed,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2025
11168,Argentina,100000.0,Delphi;Go;JavaScript;PHP;SQL;TypeScript;Visual Basic (.Net),25.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2025
11171,United States of America,170000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,13.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,Employed,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2025
11173,United Kingdom of Great Britain and Northern Ireland,60038.0,Bash/Shell (all shells);C#;C++;PowerShell;Python;Rust;SQL,5.0,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2025
11174,United States of America,160000.0,Bash/Shell (all shells);PowerShell;R;SQL,10.0,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025
11176,United States of America,170000.0,C;C#;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL;TypeScript,15.0,Engineering manager,Some college/university study without earning a degree,Remote,I don’t know,Employed,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,2025
11177,Czech Republic,80318.0,Python,20.0,AI/ML engineer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025
11179,France,348044.0,Bash/Shell (all shells);C#;Go;PHP;SQL;TypeScript,19.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2025
11180,Finland,72509.0,Elixir;Erlang;HTML/CSS;JavaScript;TypeScript,10.0,"Developer, full-stack",Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
11184,Nigeria,10000.0,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python,2.0,AI/ML engineer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,Not employed,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2025
11186,United Kingdom of Great Britain and Northern Ireland,104829.0,Bash/Shell (all shells);Go;Perl;Rust;SQL,4.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,Employed,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2025
11187,United Kingdom of Great Britain and Northern Ireland,57179.0,HTML/CSS;JavaScript,12.0,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025
11188,Italy,93972.0,Bash/Shell (all shells);Elixir;TypeScript;Zig;Gleam,9.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"1,000 to 4,999 employees",Employed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2025
11190,Lithuania,66128.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,6.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2025
11191,Thailand,337.0,Assembly;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net),1.0,System administrator,Some college/university study without earning a degree,,,Not employed,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2025
11192,Poland,31111.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;Python;Ruby;Swift;TypeScript,3.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,Employed,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2025
11193,United States of America,120000.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,40.0,"Developer, full-stack",Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
11194,United Kingdom of Great Britain and Northern Ireland,74878.0,Bash/Shell (all shells);C++;Lua;PowerShell;Python;Rust,3.0,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2025
11195,Turkey,656.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL,3.0,"Senior executive (C-suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,"Just me - I am a freelancer, sole proprietor, etc.","Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2025
11196,Sweden,81761.0,C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python,13.0,"Developer, full-stack",Some college/university study without earning a degree,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",Employed,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2025
11198,Brazil,150000.0,Go;JavaScript;Python;SQL,21.0,"Founder, technology or otherwise","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Less than 20 employees,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2025
11199,Germany,72393.0,C++;Delphi;JavaScript;Kotlin;MATLAB;Python;TypeScript,4.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",Employed,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2025
11200,United States of America,200000.0,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,23.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,"Independent contractor, freelancer, or self-employed",0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2025
11205,Kenya,387.0,Elixir;Erlang;HTML/CSS;JavaScript,3.0,"Developer, full-stack",Other (please specify):,Remote,Less than 20 employees,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025
11206,Netherlands,84691.0,C#;GDScript;PHP;Python,16.0,"Developer, back-end","Associate degree (A.A., A.S., etc.)",Remote,100 to 499 employees,Employed,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2025
11207,Germany,82370.0,Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;PowerShell;SQL;VBA;Visual Basic (.Net),20.0,"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
